Norwegian.taxa	Scientific.taxa	m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	catchcategory	aphia	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	20	1	0.577		2	0.425																																																																										0.738528834083202
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	21	1	0.421		2	0.385																																																																										0.723547380081233
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	22	1	0.223		2	0.32																																																																										0.664837803706079
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	23	1	0.471		2	0.41																																																																										0.67104098839636
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	24	1	0.398		2	0.375																																																																										0.73983045358473
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	25	1	0.437		2	0.395																																																																										0.695776951343627
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	26	1	0.568		2	0.43																																																																										0.702085494437027
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	27	1	0.281		2	0.35																																																																										0.641547705300438
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	28	1	0.414		2	0.38																																																																										0.7397858541084
vassild	Argentina silus	4	2020	1019	9	2207	2	162064	126715	29	1	0.347		2	0.365																																																																										0.699129205108856
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	1	1	0.248		2	0.31																																																																										0.8126464
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	2	1	0.189		2	0.29																																																																										0.75523862506111
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	3	1	0.012		2	0.125																																																																										0.578962842345704
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	4	1	0.024		2	0.15																																																																										0.676708623188725
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	5	1	0.016		2	0.13																																																																										0.687816116660062
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	6	1	0.304		2	0.32																																																																										0.90632597455896
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	7	1	0.022		2	0.145																																																																										0.685561814985953
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	8	1	0.162		2	0.275																																																																										0.758099224132825
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	9	1	0.011		2	0.115																																																																										0.678077112007937
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	10	1	0.018		2	0.13																																																																										0.773793131242569
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	11	1	0.012		2	0.12																																																																										0.652789228977722
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	12	1	0.295		2	0.315																																																																										0.921702630806836
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	13	1	0.023		2	0.14																																																																										0.794846457479494
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	14	1	0.01		2	0.11																																																																										0.702331961591221
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	15	1	0.017		2	0.125																																																																										0.820197359989748
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	16	1	0.017		2	0.135																																																																										0.653944402704733
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	17	1	0.01		2	0.115																																																																										0.616433738189033
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	18	1	0.066		2	0.2																																																																										0.794820121142328
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	19	1	0.012		2	0.12																																																																										0.652789228977722
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	20	1	0.027		2	0.155																																																																										0.691070078825181
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	21	1	0.017		2	0.135																																																																										0.653944402704733
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	22	1	0.094		2	0.225																																																																										0.798332207582298
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	23	1	0.009		2	0.11																																																																										0.632098765432099
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	24	1	0.018		2	0.14																																																																										0.622053749331778
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	25	1	0.016		2	0.13																																																																										0.687816116660062
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	26	1	0.013		2	0.13																																																																										0.5588505947863
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	27	1	0.014		2	0.12																																																																										0.761587433807342
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	28	1	0.033		2	0.155																																																																										0.844641207452999
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2207	3	172877	127137	29	1	0.02		2	0.135																																																																										0.769346356123216
